WKT,fid,OBJECTID,CODE,school_name,LEVEL,Status,County,DISTRICT,ZONE,SUB_COUNTY,Ward,Long,Lat,Source
MULTIPOINT ((262404.273381307 9860825.07472995)),497,14851,22656,GRACIOUS JUNIOR,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area II,36.864773,-1.258277,"Ministry of Education, 2016"
MULTIPOINT ((265544.474916114 9860950.75518675)),498,14852,22660,HIGHROCK,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.892981,-1.257164,"Ministry of Education, 2016"
MULTIPOINT ((262058.552208839 9861584.48120846)),499,14853,22663,IMMACULATE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi East,Mihango,36.861673,-1.251409,"Ministry of Education, 2016"
MULTIPOINT ((269495.657689169 9860069.21253253)),500,14854,22664,INGRID EDUCATION CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi Central,Matopeni/ Spring Valley,36.928468,-1.265163,"Ministry of Education, 2016"
MULTIPOINT ((265405.155068926 9861251.39134205)),501,14855,22667,JITEGEMEA,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.891732,-1.254445,"Ministry of Education, 2016"
MULTIPOINT ((276355.793593124 9860376.102855)),502,14856,22670,JOSNAH,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area IV,36.990096,-1.262437,"Ministry of Education, 2016"
MULTIPOINT ((281924.754131067 9858371.82613033)),503,14857,22671,JOSPER,Primary,Private,Nairobi,NJIRU,DANDORA,Kasarani,Ruai,37.040111,-1.280598,"Ministry of Education, 2016"
MULTIPOINT ((267194.875368971 9862269.17575357)),504,14858,22672,JOY VILLA,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.907816,-1.245256,"Ministry of Education, 2016"
MULTIPOINT ((281310.083573654 9858371.35538066)),505,14859,22673,JUBILANT JUNIOR,Primary,Private,Nairobi,NJIRU,DANDORA,Kasarani,Ruai,37.034589,-1.280598,"Ministry of Education, 2016"
MULTIPOINT ((263526.932398589 9860913.95760196)),506,14860,22674,JUDAH SCHOOL,Primary,Private,Nairobi,NJIRU,DANDORA,Kasarani,Ruai,36.874858,-1.257482,"Ministry of Education, 2016"
MULTIPOINT ((263481.330710744 9860630.64436933)),507,14861,22675,JUHUDI EDUC CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area IV,36.874446,-1.260043,"Ministry of Education, 2016"
MULTIPOINT ((263778.795823667 9860994.90571086)),508,14862,22676,KAG MATHARE C.D-DANDORA,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi West,Kariobangi South,36.877121,-1.256752,"Ministry of Education, 2016"
MULTIPOINT ((267106.132100848 9863136.02610747)),509,14863,22679,KINYAGO DANDORA,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area IV,36.907025,-1.237418,"Ministry of Education, 2016"
MULTIPOINT ((265874.37989027 9860955.43446349)),510,14864,22680,KOMOROCK ROAD,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area II,36.895945,-1.257124,"Ministry of Education, 2016"
MULTIPOINT ((278126.158409938 9860669.54453385)),511,14865,22681,LAKE VIEW VIDROSE,Primary,Private,Nairobi,EMBAKASI,NJIRU,Kasarani,Ruai,37.006002,-1.259796,"Ministry of Education, 2016"
MULTIPOINT ((271263.064637958 9861962.19338609)),512,14866,22685,MAIN PREPARATORY CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area II,36.944358,-1.248061,"Ministry of Education, 2016"
MULTIPOINT ((267217.27116935 9855872.08783494)),513,14867,22687,MARYLAND ACADEMY,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.90797,-1.303093,"Ministry of Education, 2016"
MULTIPOINT ((263483.199469737 9861028.62164532)),514,14868,22690,MOTHER OF MERCY,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi West,Mowlem,36.874466,-1.256445,"Ministry of Education, 2016"
MULTIPOINT ((267557.748585836 9862040.51216585)),515,14869,22693,NJIRI'S EDUCATION CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Kasarani,Njiru,36.911074,-1.247326,"Ministry of Education, 2016"
MULTIPOINT ((267256.776003036 9862966.25606106)),516,14870,22695,NJOKIM JUNIOR ACADEMY,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.908377,-1.238954,"Ministry of Education, 2016"
MULTIPOINT ((254375.892726805 9854982.22604372)),517,14871,22696,PATMOS PREPARATORY,Primary,Private,Nairobi,NJIRU,DANDORA,Kasarani,Ruai,36.792613,-1.311039,"Ministry of Education, 2016"
MULTIPOINT ((263307.881785833 9856830.04606796)),518,14872,22698,PCEA MAKADARA ACADEMY,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi West,Kariobangi South,36.87286,-1.294403,"Ministry of Education, 2016"
MULTIPOINT ((276106.902981034 9859126.1277947)),519,14873,22700,PEHUCCI REHAB,Primary,Private,Nairobi,NJIRU,DANDORA,Kasarani,Njiru,36.987851,-1.273737,"Ministry of Education, 2016"
MULTIPOINT ((264848.648476873 9860284.35372592)),520,14874,22701,PLAYLEARN ACADEMY,Primary,Private,Nairobi,NJIRU,KARIOBANGI SOUTH,Embakasi West,Kariobangi South,36.886726,-1.263184,"Ministry of Education, 2016"
MULTIPOINT ((285070.06347541 9858061.51007723)),521,14875,22703,PRIESTHOOD LEARNING CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Kasarani,Ruai,37.068366,-1.283426,"Ministry of Education, 2016"
MULTIPOINT ((266816.338153207 9862035.49834592)),522,14876,22706,PROMISE DAY LEARNING CENTRE,Primary,Private,Nairobi,EMBAKASI,NJIRU,Embakasi Central,Kayole North,36.904414,-1.247366,"Ministry of Education, 2016"
MULTIPOINT ((276738.662659707 9859391.75914019)),523,14877,22710,RIENA ACADEMY,Primary,Private,Nairobi,NJIRU,DANDORA,Kasarani,Ruai,36.993529,-1.27134,"Ministry of Education, 2016"
MULTIPOINT ((278365.790763683 9860099.89451012)),524,14878,22713,RUAI TOWNSHIP ACADEMY,Primary,Private,Nairobi,NJIRU,DANDORA,Kasarani,Ruai,37.008151,-1.264948,"Ministry of Education, 2016"
MULTIPOINT ((267853.50218893 9861380.54928216)),525,14879,22716,SILVERGATE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi West,Mowlem,36.913726,-1.253295,"Ministry of Education, 2016"
MULTIPOINT ((268228.291343088 9865098.06453393)),526,14880,22718,SOLIDARITY,Primary,Private,Nairobi,NJIRU,DANDORA,Kasarani,Ruai,36.917119,-1.219687,"Ministry of Education, 2016"
MULTIPOINT ((268409.352369618 9864504.39386671)),527,14881,22722,ST AGNES JUNIOR,Primary,Private,Nairobi,NJIRU,DANDORA,Kasarani,Njiru,36.918741,-1.225056,"Ministry of Education, 2016"
MULTIPOINT ((267271.996002784 9863005.97518246)),528,14882,22724,ST ANTONY HAPPY DAY CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.908514,-1.238595,"Ministry of Education, 2016"
MULTIPOINT ((276727.325562027 9862029.28972128)),529,14883,22725,ST CHARLES LWANGA BOYS TOWN,Primary,Private,Nairobi,NJIRU,DANDORA,Kasarani,Ruai,36.993445,-1.247492,"Ministry of Education, 2016"
MULTIPOINT ((266547.194264567 9862688.51820838)),530,14884,22727,ST EMMA,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area IV,36.902001,-1.24146,"Ministry of Education, 2016"
MULTIPOINT ((267087.29476283 9862322.07005453)),531,14885,22728,ST JAMES DANDORA,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area III,36.90685,-1.244777,"Ministry of Education, 2016"
MULTIPOINT ((277299.97454212 9862132.58255742)),532,14886,22729,ST JOSEPHS FREINADEMETZ,Primary,Private,Nairobi,NJIRU,DANDORA,Kasarani,Ruai,36.99859,-1.246562,"Ministry of Education, 2016"
MULTIPOINT ((266835.12331011 9862071.34933827)),533,14887,22734,STEWARD DAY CARE CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area III,36.904583,-1.247042,"Ministry of Education, 2016"
MULTIPOINT ((266473.239125106 9861769.31873646)),534,14888,22739,TORATI EDUC. CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area IV,36.90133,-1.24977,"Ministry of Education, 2016"
MULTIPOINT ((262189.972617983 9858011.61668694)),535,14889,22740,TWIN BIRDS,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.862827,-1.283712,"Ministry of Education, 2016"
MULTIPOINT ((277096.846022729 9859433.8546827)),536,14890,22744,VICKMERY KAMULU,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.996747,-1.270962,"Ministry of Education, 2016"
MULTIPOINT ((277096.846022729 9859433.8546827)),537,14891,22745,VICKYMERY SCHOOLS,Primary,Private,Nairobi,NJIRU,DANDORA,Kasarani,Njiru,36.996747,-1.270962,"Ministry of Education, 2016"
MULTIPOINT ((252751.352491845 9854700.18208326)),538,14892,22746,VICTORIOUS JUNIOR CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.778019,-1.313576,"Ministry of Education, 2016"
MULTIPOINT ((264304.778781807 9860345.07627859)),539,14893,22754,LUCKY JUNIORS,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi West,Kariobangi South,36.881841,-1.262631,"Ministry of Education, 2016"
MULTIPOINT ((264534.851186375 9860115.53395201)),540,14894,22757,DIVINE EDUCATIONAL CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.883906,-1.264708,"Ministry of Education, 2016"
MULTIPOINT ((252742.770011816 9854849.238366)),541,14895,22758,BLESSED HOPE JUNIOR,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area IV,36.777943,-1.312228,"Ministry of Education, 2016"
MULTIPOINT ((262701.605435076 9857100.74688748)),542,14896,22760,ST. MICHAEL CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.867416,-1.291951,"Ministry of Education, 2016"
MULTIPOINT ((266172.704703503 9860873.43960956)),543,14897,22766,TENDER HEART EDUCATIONAL CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi West,Mowlem,36.898624,-1.257868,"Ministry of Education, 2016"
MULTIPOINT ((260073.582530993 9859173.22948907)),544,14898,22768,AINSWORTH,Primary,Public,Nairobi,STAREHE,CENTRAL,Starehe,Pangani,36.843825,-1.273194,"Ministry of Education, 2016"
MULTIPOINT ((257893.765722675 9859196.28505917)),545,14899,22769,ARYA,Primary,Public,Nairobi,STAREHE,JUJA ROAD,Starehe,Ngara,36.824245,-1.272969,"Ministry of Education, 2016"
MULTIPOINT ((258320.175508645 9858116.9746236)),546,14900,22770,C G H U pri.sch,Primary,Public,Nairobi,STAREHE,CENTRAL,Starehe,Nairobi Central,36.828067,-1.28273,"Ministry of Education, 2016"
MULTIPOINT ((257784.495006525 9859396.28801008)),547,14901,22771,CITY Pri. Sch.,Primary,Public,Nairobi,STAREHE,JUJA ROAD,Starehe,Ngara,36.823265,-1.27116,"Ministry of Education, 2016"
MULTIPOINT ((262943.695798912 9860916.02602883)),548,14902,22772,DAIMA PRI. SCH.,Primary,Public,Nairobi,STAREHE,JUJA ROAD,Starehe,Nairobi South,36.869619,-1.257459,"Ministry of Education, 2016"
MULTIPOINT ((259737.70115751 9858783.93413722)),549,14903,22773,DR AGGREY,Primary,Public,Nairobi,STAREHE,JUJA ROAD,Starehe,Ziwani/Kariokor,36.840805,-1.276711,"Ministry of Education, 2016"
MULTIPOINT ((262041.131965888 9857478.91392674)),550,14904,22774,HURUMA,Primary,Public,Nairobi,STAREHE,JUJA ROAD,Starehe,Ziwani/Kariokor,36.861486,-1.288527,"Ministry of Education, 2016"
MULTIPOINT ((258814.555701662 9858147.36931143)),551,14905,22775,ISLAMIA,Primary,Public,Nairobi,STAREHE,CENTRAL,Starehe,Nairobi Central,36.832508,-1.282459,"Ministry of Education, 2016"
MULTIPOINT ((259846.784655455 9859735.48938601)),552,14906,22776,JUJA ROAD,Primary,Public,Nairobi,STAREHE,JUJA ROAD,Starehe,Pangani,36.841792,-1.268109,"Ministry of Education, 2016"
MULTIPOINT ((261119.224868776 9860306.0722304)),553,14907,22777,KIBORO pri sch.,Primary,Public,Nairobi,STAREHE,JUJA ROAD,Starehe,Ziwani/Kariokor,36.853226,-1.26296,"Ministry of Education, 2016"
MULTIPOINT ((260613.489857059 9860681.83537652)),554,14908,22778,MATHARI old,Primary,Public,Nairobi,STAREHE,CENTRAL,Mathare,Hospital,36.848686,-1.259559,"Ministry of Education, 2016"
MULTIPOINT ((257355.174987304 9858650.40597219)),555,14909,22779,MOI AVENUE,Primary,Public,Nairobi,STAREHE,CENTRAL,Starehe,Nairobi Central,36.819403,-1.2779,"Ministry of Education, 2016"
MULTIPOINT ((257720.772507104 9859051.12798832)),556,14910,22780,MURANGA ROAD,Primary,Public,Nairobi,STAREHE,CENTRAL,Starehe,Ngara,36.82269,-1.27428,"Ministry of Education, 2016"
MULTIPOINT ((259889.574193124 9858889.25137011)),557,14911,22781,MUSLIM PRI. SCH,Primary,Public,Nairobi,STAREHE,CENTRAL,Starehe,Ziwani/Kariokor,36.84217,-1.27576,"Ministry of Education, 2016"
MULTIPOINT ((263642.014217269 9860812.40337836)),558,14912,22782,NDURURUNO,Primary,Public,Nairobi,STAREHE,CENTRAL,Mathare,Kiamaiko,36.875891,-1.258401,"Ministry of Education, 2016"
MULTIPOINT ((259959.300327719 9859245.69369835)),559,14913,22784,PANGANI,Primary,Public,Nairobi,STAREHE,JUJA ROAD,Starehe,Pangani,36.842799,-1.272538,"Ministry of Education, 2016"
MULTIPOINT ((258975.746753687 9859481.7961785)),560,14914,22785,PARK ROAD,Primary,Public,Nairobi,STAREHE,JUJA ROAD,Starehe,Ngara,36.833966,-1.270396,"Ministry of Education, 2016"
MULTIPOINT ((257211.687020423 9859817.12296859)),561,14915,22786,PARKLANDS,Primary,Public,Nairobi,STAREHE,CENTRAL,Starehe,Ngara,36.818123,-1.267351,"Ministry of Education, 2016"
MULTIPOINT ((259900.96183688 9858850.76879949)),562,14916,22787,PUMWANI,Primary,Public,Nairobi,STAREHE,CENTRAL,Starehe,Ziwani/Kariokor,36.842272,-1.276108,"Ministry of Education, 2016"
MULTIPOINT ((259726.937178669 9859273.48346618)),563,14917,22788,RACECOURSE,Primary,Public,Nairobi,STAREHE,JUJA ROAD,Starehe,Pangani,36.840712,-1.272285,"Ministry of Education, 2016"
MULTIPOINT ((258092.853860299 9859025.33820886)),564,14918,22789,RIVER BANK,Primary,Public,Nairobi,STAREHE,CENTRAL,Starehe,Ngara,36.826032,-1.274516,"Ministry of Education, 2016"
MULTIPOINT ((258440.792759227 9858190.07994633)),565,14919,22790,S S D,Primary,Public,Nairobi,STAREHE,CENTRAL,Starehe,Nairobi Central,36.829151,-1.28207,"Ministry of Education, 2016"
MULTIPOINT ((263063.593843929 9860915.79206018)),566,14920,22791,SALAMA,Primary,Public,Nairobi,STAREHE,JUJA ROAD,Starehe,Pangani,36.870696,-1.257462,"Ministry of Education, 2016"
MULTIPOINT ((259559.373645854 9858894.28344068)),567,14921,22792,ST BRIGID S,Primary,Public,Nairobi,STAREHE,CENTRAL,Starehe,Ziwani/Kariokor,36.839204,-1.275712,"Ministry of Education, 2016"
MULTIPOINT ((253535.294617007 9853149.9727526)),568,14922,22793,ST PETERS CLAVERS,Primary,Public,Nairobi,STAREHE,CENTRAL,Starehe,Nairobi Central,36.785048,-1.327597,"Ministry of Education, 2016"
MULTIPOINT ((260322.040427381 9860406.06689812)),569,14923,22794,ST TERESAS GIRLS,Primary,Public,Nairobi,STAREHE,JUJA ROAD,Mathare,Mlango Kubwa,36.846066,-1.26205,"Ministry of Education, 2016"
MULTIPOINT ((263699.677606106 9861638.90623673)),570,14924,22795,VALLEY BRIDGE,Primary,Public,Nairobi,STAREHE,JUJA ROAD,Mathare,Kiamaiko,36.876415,-1.250929,"Ministry of Education, 2016"
MULTIPOINT ((262502.470144592 9860829.94442999)),571,14925,22796,ALLIANT JR AC,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Huruma,36.865655,-1.258234,"Ministry of Education, 2016"
MULTIPOINT ((249985.403454578 9859539.57921924)),572,14926,22797,ANANDA MARGA HURUMA,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Ngei,36.753213,-1.269804,"Ministry of Education, 2016"
MULTIPOINT ((260774.728847513 9859896.95452838)),573,14927,22798,ANAS,Primary,Private,Nairobi,STAREHE,CENTRAL,Starehe,Nairobi Central,36.850128,-1.266656,"Ministry of Education, 2016"
MULTIPOINT ((262489.870808693 9860717.7777679)),574,14928,22799,BISHOP KITONGA,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Huruma,36.865541,-1.259248,"Ministry of Education, 2016"
MULTIPOINT ((257321.098935166 9857877.20431419)),575,14929,22800,CATHOLIC PAROCHIAL,Primary,Private,Nairobi,STAREHE,CENTRAL,Starehe,Nairobi Central,36.819091,-1.28489,"Ministry of Education, 2016"
MULTIPOINT ((260287.675045593 9859694.06857218)),576,14930,22802,DARUL SUNNAH,Primary,Private,Nairobi,STAREHE,CENTRAL,Starehe,Pangani,36.845752,-1.268487,"Ministry of Education, 2016"
MULTIPOINT ((267687.874661346 9861605.84027708)),577,14931,22803,EDEN ANNEX PREPARATORY ORGANIZATION,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Ngei,36.91224,-1.251257,"Ministry of Education, 2016"
MULTIPOINT ((262711.152945864 9861168.02164438)),578,14932,22804,FURAHA COMMUNITY CENTRE,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Ngei,36.867532,-1.255179,"Ministry of Education, 2016"
MULTIPOINT ((262939.246139164 9861143.90712517)),579,14933,22805,GENESIS IMMACULATE,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Huruma,36.869581,-1.255399,"Ministry of Education, 2016"
MULTIPOINT ((261149.398630029 9860462.77440978)),580,14934,22806,GENESIS JOY PROJECT INSTITUTE,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Hospital,36.853498,-1.261543,"Ministry of Education, 2016"
MULTIPOINT ((259243.847656377 9860253.19361839)),581,14935,22808,GLAD TOTO,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Starehe,Ziwani/Kariokor,36.83638,-1.263424,"Ministry of Education, 2016"
MULTIPOINT ((263891.40348953 9860691.18212162)),582,14936,22809,KAG MATHARE CHILD DEV CENTRE,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Kiamaiko,36.87813,-1.259499,"Ministry of Education, 2016"
MULTIPOINT ((263830.08695197 9861305.86359502)),583,14937,22810,KENYA MUSLIM,Primary,Private,Nairobi,STAREHE,CENTRAL,Starehe,Nairobi Central,36.877584,-1.253941,"Ministry of Education, 2016"
MULTIPOINT ((260244.665988724 9859738.25435874)),584,14938,22812,MARY HAPPY DAY,Primary,Private,Nairobi,STAREHE,CENTRAL,Kamukunji,Eastleigh North,36.845366,-1.268087,"Ministry of Education, 2016"
MULTIPOINT ((261805.951292858 9860498.43358545)),585,14939,22813,MATHARE COMMUNITY OUTREACH,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Hospital,36.859396,-1.261226,"Ministry of Education, 2016"
MULTIPOINT ((258677.633515289 9859189.42409447)),586,14940,22814,MUSLIM ACADEMY,Primary,Private,Nairobi,STAREHE,CENTRAL,Starehe,Ngara,36.831286,-1.273037,"Ministry of Education, 2016"
MULTIPOINT ((262587.856642192 9860531.58344922)),587,14941,22815,NGEI P.A.G,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Ngei,36.86642,-1.260932,"Ministry of Education, 2016"
MULTIPOINT ((262278.889699191 9861011.82210229)),588,14942,22816,PILOT EDUCATIONAL DAY CARE CENTRE,Primary,Private,Nairobi,STAREHE,CENTRAL,Mathare,Hospital,36.863648,-1.256588,"Ministry of Education, 2016"
MULTIPOINT ((260305.618310557 9858366.57301786)),589,14943,22817,PUMWANI CHILD SURVIVAL,Primary,Private,Nairobi,KAMUKUNJI,EASTLEIGH,Kamukunji,Pumwani,36.845903,-1.280489,"Ministry of Education, 2016"
MULTIPOINT ((261355.656225749 9860338.23336218)),590,14944,22818,ST JAMES FEEDING PROGRAMME,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Hospital,36.85535,-1.262671,"Ministry of Education, 2016"
MULTIPOINT ((250561.412333819 9861138.72113167)),591,14945,22819,ST MARTINS DE PORRES,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Hospital,36.758399,-1.255352,"Ministry of Education, 2016"
MULTIPOINT ((263754.421647413 9861673.68114995)),592,14946,22820,SUN FLOWER,Primary,Private,Nairobi,STAREHE,CENTRAL,Mathare,Kiamaiko,36.876907,-1.250615,"Ministry of Education, 2016"
MULTIPOINT ((259558.996933468 9860009.78266251)),593,14947,22821,TOTAL CARE,Primary,Private,Nairobi,STAREHE,CENTRAL,Starehe,Pangani,36.839209,-1.265627,"Ministry of Education, 2016"
MULTIPOINT ((261495.391702667 9860313.24051388)),594,14948,22822,VALLEYVIEW,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Hospital,36.856605,-1.262898,"Ministry of Education, 2016"
MULTIPOINT ((259967.699151002 9859453.09354169)),595,14949,22823,YOUNG ANGELS,Primary,Private,Nairobi,STAREHE,CENTRAL,Starehe,Nairobi Central,36.842876,-1.270663,"Ministry of Education, 2016"
MULTIPOINT ((263137.899111705 9860866.89783539)),596,14950,22824,AEISHA COLLIEE,Primary,Private,Nairobi,STAREHE,CENTRAL,Mathare,Huruma,36.871363,-1.257905,"Ministry of Education, 2016"
MULTIPOINT ((262613.358708314 9860697.93630814)),597,14951,22825,A.I.P.C.A. NGEI II ACADEMY,Primary,Private,Nairobi,STAREHE,CENTRAL,Mathare,Ngei,36.86665,-1.259428,"Ministry of Education, 2016"
MULTIPOINT ((264183.328489105 9857193.50310737)),598,14952,22826,BARAKA PRIMARY & NURSERY,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Huruma,36.880727,-1.291124,"Ministry of Education, 2016"
MULTIPOINT ((263815.360853439 9860932.99552789)),599,14953,22827,BORAN CHILDRENS EDUCATION CENTRE,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Kiamaiko,36.877449,-1.257312,"Ministry of Education, 2016"
MULTIPOINT ((261562.487671909 9859949.84754395)),600,14954,22828,CODMAN ACADEMY,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Mabatini,36.857205,-1.266184,"Ministry of Education, 2016"
MULTIPOINT ((259803.901714387 9860296.68675245)),601,14955,22829,COMMUNITY CARE EDUCATION CENTRE,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Starehe,Pangani,36.841411,-1.263035,"Ministry of Education, 2016"
MULTIPOINT ((262314.310330993 9861124.89240464)),602,14956,22832,GRACIOUS KIDEO EDUCATION CENTRE,Primary,Private,Nairobi,STAREHE,JUJA ROAD,Mathare,Ngei,36.863967,-1.255566,"Ministry of Education, 2016"
MULTIPOINT ((263411.511723521 9860925.69856063)),603,14957,22833,JOZAZI JURNIOR SCHOOL,Primary,Private,Nairobi,STAREHE,CENTRAL,Mathare,Mabatini,36.873821,-1.257375,"Ministry of Education, 2016"
MULTIPOINT ((261888.353778352 9860202.52478845)),604,14958,22834,MATHARE COMMUNITY OUTREACH-JOY,Primary,Private,Nairobi,STAREHE,CENTRAL,Mathare,Mlango Kubwa,36.860134,-1.263902,"Ministry of Education, 2016"
MULTIPOINT ((262382.268747867 9860860.31851495)),605,14959,22837,SANCARE PREPARATORY SCHOOL,Primary,Private,Nairobi,STAREHE,CENTRAL,Mathare,Huruma,36.864576,-1.257959,"Ministry of Education, 2016"
