WKT,fid,OBJECTID,CODE,school_name,LEVEL,Status,County,DISTRICT,ZONE,SUB_COUNTY,Ward,Long,Lat,Source
MULTIPOINT ((262590.008033512 9861058.75293313)),1168,30574,20073914,FURAHA PREPARATORY ACADEMY,Primary,,NAIROBI NORTH,,,,UTALII,36.866443,-1.256166,"Open Data Kenya, School 2007"
MULTIPOINT ((259746.201502469 9860201.8463451)),1169,30579,20073943,NEMI ACADEMY PRI,Primary,,NAIROBI NORTH,,,,KARURA,36.840892,-1.263892,"Open Data Kenya, School 2007"
MULTIPOINT ((265614.394272578 9857763.27317014)),1170,30597,20074006,EASTEND JUNIOR ACADEMY,Primary,,NAIROBI SOUTH,,,,UMOJA II,36.893586,-1.285983,"Open Data Kenya, School 2007"
MULTIPOINT ((256000.225490254 9857697.87710655)),1171,30605,20074030,MAXWELL ADVENTIST PREP. SCH - PRI,Primary,,NAIROBI WEST,,,,KILIMANI,36.807225,-1.286501,"Open Data Kenya, School 2007"
MULTIPOINT ((250159.506070659 9859938.96609893)),1172,30608,20074036,KANGEMI CHILDREN CENTER PRI,Primary,,NAIROBI WEST,,,,KANGEMI,36.75478,-1.266195,"Open Data Kenya, School 2007"
MULTIPOINT ((260781.129879582 9856582.58393745)),1173,30618,20074076,MAKONGENI PRI SCH,Primary,,NAIROBI SOUTH,,,,MAKONGENI,36.850161,-1.296621,"Open Data Kenya, School 2007"
MULTIPOINT ((267816.598323646 9859783.72392558)),1174,30619,20074077,DIWOPA PRI SCH,Primary,,NAIROBI SOUTH,,,,KOMAROCK,36.913383,-1.267732,"Open Data Kenya, School 2007"
MULTIPOINT ((253889.498146079 9858756.72811779)),1175,30624,20074091,KENTON COLLEGE PREPARATORY SCHOOL,Primary,,NAIROBI WEST,,,,KILELESHWA,36.788274,-1.276912,"Open Data Kenya, School 2007"
MULTIPOINT ((245968.955523396 9858424.47104942)),1176,30639,20074174,ST. EUNICE PREPARATORY SCH PRI),Primary,,NAIROBI WEST,,,,WAITHAKA,36.717129,-1.279853,"Open Data Kenya, School 2007"
MULTIPOINT ((253042.101917959 9854875.98521961)),1177,30640,20074175,HIS IMPERIAL MAJESTY PRIMARY SCH,Primary,,NAIROBI WEST,,,,SARANGOMBE,36.780632,-1.311989,"Open Data Kenya, School 2007"
MULTIPOINT ((254354.985248636 9855032.5587662)),1178,30648,20074209,DRUG FIGHTERS PRI SCH,Primary,,NAIROBI WEST,,,,LAINI SABA,36.792426,-1.310584,"Open Data Kenya, School 2007"
MULTIPOINT ((251896.214251428 9858886.6373644)),1179,30649,20074215,ST. AUSTIN'S ACADEMY -PRI,Primary,,NAIROBI WEST,,,,KILIMANI,36.770371,-1.275722,"Open Data Kenya, School 2007"
MULTIPOINT ((269860.586760773 9863437.36850346)),1180,30657,20074237,JOMICO LEARNING CENTRE PRI SCH,Primary,,NAIROBI NORTH,,,,MWIKI,36.93177,-1.234713,"Open Data Kenya, School 2007"
MULTIPOINT ((266874.058882563 9869286.3640986)),1181,30658,20074248,JESUS EMBASSY ACADEMY PRI SCH,Primary,,NAIROBI NORTH,,,,KAHAWA WEST,36.904983,-1.18181,"Open Data Kenya, School 2007"
MULTIPOINT ((263322.33342797 9858187.76313899)),1182,30669,20074287,HAPPYLAND PREP SCH,Primary,,NAIROBI NORTH,,,,KARIOBANGI SOUTH,36.873,-1.282128,"Open Data Kenya, School 2007"
MULTIPOINT ((253580.753049915 9854833.98697564)),1183,30673,20074297,NEEMA PRI SCH,Primary,,NAIROBI WEST,,,,MAKINA,36.78547,-1.312373,"Open Data Kenya, School 2007"
MULTIPOINT ((265527.14928504 9858264.46708003)),1184,30675,20074304,UNITY PRI SCH,Primary,,NAIROBI SOUTH,,,,UMOJA I,36.892806,-1.281451,"Open Data Kenya, School 2007"
MULTIPOINT ((242596.783165568 9855714.65445005)),1185,30689,20074375,ST. HANNAHS' PRI SCH.,Primary,,NAIROBI WEST,,,,KAREN,36.686819,-1.304322,"Open Data Kenya, School 2007"
MULTIPOINT ((247485.253380499 9860051.67942306)),1186,30717,20074509,TENDER FOOT SELF HELP SCH. - PRI,Primary,,NAIROBI WEST,,,,MOUNTAIN VIEW,36.730761,-1.265155,"Open Data Kenya, School 2007"
MULTIPOINT ((263867.072990031 9858017.8805837)),1187,30719,20074511,SOS TECHNICAL SCH. - PRI,Primary,,NAIROBI NORTH,,,,KARIOBANGI SOUTH,36.877892,-1.283668,"Open Data Kenya, School 2007"
MULTIPOINT ((250531.781260038 9861131.61630728)),1188,30726,20074529,ST. MARTINS PRI SCH,Primary,,NAIROBI NORTH,,,,KITISURU,36.758133,-1.255416,"Open Data Kenya, School 2007"
MULTIPOINT ((262859.624681885 9861624.067219)),1189,30736,20074571,GOSHEN ED CENTER PRI,Primary,,NAIROBI NORTH,,,,UTALII,36.868869,-1.251057,"Open Data Kenya, School 2007"
MULTIPOINT ((249214.7871392 9856827.05025701)),1190,30739,20074586,KINGS HIGH SCH AND CENTER-PRI,Primary,,NAIROBI WEST,,,,RIRUTA,36.74627,-1.29432,"Open Data Kenya, School 2007"
MULTIPOINT ((266027.984294136 9863100.66431261)),1191,30740,20074587,BETHESDA EDUCATION CENTRE PRI SCH.,Primary,,NAIROBI NORTH,,,,LUCKY SUMMER,36.89734,-1.23773,"Open Data Kenya, School 2007"
MULTIPOINT ((261932.035373126 9864403.11703402)),1192,30747,20074599,BRILLIANT CENTRE PRI SCH.,Primary,,NAIROBI NORTH,,,,ROYSAMBU,36.860557,-1.225925,"Open Data Kenya, School 2007"
MULTIPOINT ((265220.691882904 9858651.6678904)),1193,30750,20074609,THE KINGS SCH,Primary,,NAIROBI SOUTH,,,,UMOJA I,36.890056,-1.277948,"Open Data Kenya, School 2007"
MULTIPOINT ((265435.63768403 9861830.32734517)),1194,30756,20074652,GLORY SCHS KOROGOCHO PRI,Primary,,NAIROBI NORTH,,,,KOROGOCHO,36.89201,-1.249211,"Open Data Kenya, School 2007"
MULTIPOINT ((266224.283283976 9869236.65377578)),1195,30776,20074711,TRUE LIGHT ACADEMY PRI SCH,Primary,,NAIROBI NORTH,,,,KAHAWA WEST,36.899146,-1.182255,"Open Data Kenya, School 2007"
MULTIPOINT ((275678.88709916 9858080.41763786)),1196,30804,20074818,WATAI ACADEMY-PRI,Primary,,NAIROBI SOUTH,,,,MIHANGO,36.983999,-1.283189,"Open Data Kenya, School 2007"
MULTIPOINT ((246926.145505195 9857634.95382876)),1197,30808,20074826,ALIPAUTRISIA HOPE FOUNDATION EDUCATION CENTRE PRI,Primary,,NAIROBI WEST,,,,WAITHAKA,36.72572,-1.286998,"Open Data Kenya, School 2007"
MULTIPOINT ((267117.976467429 9860426.88023577)),1198,30809,20074832,BYGRACE ACADEMY,Primary,,NAIROBI NORTH,,,,MOWLEM,36.907112,-1.261912,"Open Data Kenya, School 2007"
MULTIPOINT ((249825.125600124 9860118.20647308)),1199,30824,20074882,TRUE VISION EDUCATION CENTRE - PRI,Primary,,NAIROBI WEST,,,,KANGEMI,36.751778,-1.264572,"Open Data Kenya, School 2007"
MULTIPOINT ((265689.082121091 9862718.03124357)),1200,30825,20074885,PRECIOUS CHRISTIAN UNION PRI SCH,Primary,,NAIROBI NORTH,,,,LUCKY SUMMER,36.894293,-1.241187,"Open Data Kenya, School 2007"
MULTIPOINT ((264076.552408763 9862420.42692136)),1201,30828,20074895,SUCCESS JUNIOR ACADEMY PRI,Primary,,NAIROBI NORTH,,,,BABA DOGO,36.879806,-1.243866,"Open Data Kenya, School 2007"
MULTIPOINT ((252321.331028054 9856912.64514498)),1202,30829,20074903,VINEYARD SCH - PRI,Primary,,NAIROBI WEST,,,,KILIMANI,36.774174,-1.293571,"Open Data Kenya, School 2007"
MULTIPOINT ((255014.84732879 9854762.47018172)),1203,30837,20074923,ST LAZARUS COMMUNITY SCH,Primary,,NAIROBI WEST,,,,NYAYO HIGHRISE,36.798351,-1.313031,"Open Data Kenya, School 2007"
MULTIPOINT ((264904.642655801 9857441.15388341)),1204,30854,20075003,ROCKFIELD SCH,Primary,,NAIROBI SOUTH,,,,UMOJA I,36.887208,-1.28889,"Open Data Kenya, School 2007"
MULTIPOINT ((265437.242277008 9854477.35520807)),1205,30857,20075017,EMMAUS JUNIOR ACADEMY PRI,Primary,,NAIROBI SOUTH,,,,PIPELINE,36.89197,-1.31569,"Open Data Kenya, School 2007"
MULTIPOINT ((265880.249627319 9866951.06044016)),1206,30889,20075153,GLORIZONE ACADEMY,Primary,,NAIROBI NORTH,,,,ZIMMERMAN,36.89604,-1.202917,"Open Data Kenya, School 2007"
MULTIPOINT ((253035.130571899 9854953.63017712)),1207,30895,20075174,JAMII ACADEMY PRI,Primary,,NAIROBI WEST,,,,SARANGOMBE,36.78057,-1.311287,"Open Data Kenya, School 2007"
MULTIPOINT ((254211.441736058 9855457.18750108)),1208,30897,20075182,KICOSHEP PRI. SCH,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.79114,-1.306744,"Open Data Kenya, School 2007"
MULTIPOINT ((250731.627835693 9858555.32702696)),1209,30902,20075194,RUDAN JUNIOR ACADEMY - PRI SCH,Primary,,NAIROBI WEST,,,,GATINA,36.759908,-1.278708,"Open Data Kenya, School 2007"
MULTIPOINT ((254981.003728476 9855395.25649087)),1210,30904,20075205,SHADRACK KIMALEL PRI SCH,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.798052,-1.30731,"Open Data Kenya, School 2007"
MULTIPOINT ((249642.418693165 9859998.13990113)),1211,30911,20075238,GRACE HARVEST ACADEMY - PRI,Primary,,NAIROBI WEST,,,,KANGEMI,36.750136,-1.265656,"Open Data Kenya, School 2007"
MULTIPOINT ((267482.736077514 9868620.54086438)),1212,30921,20075264,JUJEN ACADEMY PRI,Primary,,NAIROBI NORTH,,,,KAHAWA,36.910446,-1.187834,"Open Data Kenya, School 2007"
MULTIPOINT ((259626.429622726 9855445.74911616)),1213,30929,20075285,BRINE ACADEMY - PRI,Primary,,NAIROBI SOUTH,,,,LANDIMAWE,36.83978,-1.30689,"Open Data Kenya, School 2007"
MULTIPOINT ((246381.150106986 9861047.38559679)),1214,30930,20075287,ST EDGAR PRI SCH,Primary,,NAIROBI NORTH,,,,UTHIRU,36.720852,-1.256145,"Open Data Kenya, School 2007"
MULTIPOINT ((267025.737658497 9869660.43349641)),1215,30949,20075354,REBY PETER MEMORIAL ACADEMY,Primary,,NAIROBI NORTH,,,,KAHAWA WEST,36.906348,-1.178429,"Open Data Kenya, School 2007"
MULTIPOINT ((267528.581357392 9859816.11997151)),1216,30968,20075442,KOMAROCK SENIOR SCH,Primary,,NAIROBI SOUTH,,,,KOMAROCK,36.910796,-1.267437,"Open Data Kenya, School 2007"
MULTIPOINT ((252883.467749292 9855617.51305319)),1217,31001,20075579,ANTIOCH ACADEMY PRI SCH.,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.779213,-1.305284,"Open Data Kenya, School 2007"
MULTIPOINT ((267227.945990806 9867404.13842101)),1218,31002,20075582,COMPASSIONATE ACADEMY - PRI,Primary,,NAIROBI NORTH,,,,KAHAWA,36.908149,-1.19883,"Open Data Kenya, School 2007"
MULTIPOINT ((264143.886890518 9858076.84244409)),1219,31028,20075650,BIDII PRI SCH,Primary,,NAIROBI NORTH,,,,HARAMBEE,36.880379,-1.283137,"Open Data Kenya, School 2007"
MULTIPOINT ((265232.016500782 9861840.89266356)),1220,31037,20075698,AL TAAWON ED CENTER PRI,Primary,,NAIROBI NORTH,,,,KOROGOCHO,36.890181,-1.249114,"Open Data Kenya, School 2007"
MULTIPOINT ((264419.52205564 9857008.27901295)),1221,31042,20075715,NPC BURUBURU PRIMARY  SCHOOL,Primary,,NAIROBI NORTH,,,,MARINGO/HAMZA,36.882847,-1.2928,"Open Data Kenya, School 2007"
MULTIPOINT ((266561.314778622 9862710.76106051)),1222,31063,20075815,IMPERIAL JUNIOR SCH DANDORA,Primary,,NAIROBI NORTH,,,,LUCKY SUMMER,36.902128,-1.241259,"Open Data Kenya, School 2007"
MULTIPOINT ((265948.316503443 9866458.36516108)),1223,31064,20075818,JOY SCHOOL - PRI,Primary,,NAIROBI NORTH,,,,ZIMMERMAN,36.896648,-1.207372,"Open Data Kenya, School 2007"
MULTIPOINT ((253015.455918611 9855673.82161795)),1224,31075,20075857,RESTORATION ACADEMY- PRI.,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.780399,-1.304776,"Open Data Kenya, School 2007"
MULTIPOINT ((263576.133715271 9862017.74621793)),1225,31106,20075971,SHINNING LIGHTS EDUCATIONAL CENTRE - PRI,Primary,,NAIROBI NORTH,,,,MATHARE NORTH,36.875308,-1.247503,"Open Data Kenya, School 2007"
MULTIPOINT ((256760.015602429 9861552.01701699)),1226,31114,20075997,ST. ANN'S JUNIOR SCH - PRI,Primary,,NAIROBI NORTH,,,,KARURA,36.814079,-1.251663,"Open Data Kenya, School 2007"
MULTIPOINT ((264782.571804955 9861873.71327456)),1227,31138,20076117,DAY SHELTER AND WELFARE CENTER PRI,Primary,,NAIROBI NORTH,,,,BABA DOGO,36.886144,-1.248814,"Open Data Kenya, School 2007"
MULTIPOINT ((253879.218043213 9855349.15743559)),1228,31139,20076118,AKILI COMPLEX PRI SCH,Primary,,NAIROBI WEST,,,,MAKINA,36.788155,-1.307718,"Open Data Kenya, School 2007"
MULTIPOINT ((248787.786981153 9859263.45303739)),1229,31142,20076136,FACODEP CENTRE & SCHOOL -  PRI,Primary,,NAIROBI WEST,,,,MOUNTAIN VIEW,36.742454,-1.272291,"Open Data Kenya, School 2007"
MULTIPOINT ((264471.726105903 9863016.47107086)),1230,31149,20076174,AGAPE GLAD KIDS EDUCATION CENTER PRI,Primary,,NAIROBI NORTH,,,,KASARANI,36.88336,-1.23848,"Open Data Kenya, School 2007"
MULTIPOINT ((270064.165776 9863905.48801157)),1231,31159,20076208,CHARIOTS EDUCATIONAL CENTRE - PRI,Primary,,NAIROBI NORTH,,,,MWIKI,36.933602,-1.230482,"Open Data Kenya, School 2007"
MULTIPOINT ((249845.951286135 9860368.32795087)),1232,31165,20076225,BLUE STAR CHILDREN CENTRE,Primary,,NAIROBI NORTH,,,,KITISURU,36.751967,-1.262311,"Open Data Kenya, School 2007"
MULTIPOINT ((270426.257622656 9863956.42440186)),1233,31168,20076235,PCEA MWIKI EDUCATIONAL CENTRE,Primary,,NAIROBI NORTH,,,,MWIKI,36.936855,-1.230024,"Open Data Kenya, School 2007"
MULTIPOINT ((269649.260446831 9864200.91927077)),1234,31177,20076264,JAMUAN ACADEMY - PRI,Primary,,NAIROBI NORTH,,,,CLAY CITY,36.929877,-1.227808,"Open Data Kenya, School 2007"
MULTIPOINT ((252804.503399037 9854397.92040708)),1235,31183,20076301,ANAJALI PRI SCH,Primary,,NAIROBI WEST,,,,SARANGOMBE,36.778494,-1.316309,"Open Data Kenya, School 2007"
MULTIPOINT ((252466.17452825 9855521.24130021)),1236,31185,20076311,TENDERLINGS PRI SCH,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.775464,-1.306151,"Open Data Kenya, School 2007"
MULTIPOINT ((252590.750721578 9859737.19983032)),1237,31189,20076336,STRATHMORE SCHOOL - PRI,Primary,,NAIROBI WEST,,,,KILIMANI,36.776616,-1.268038,"Open Data Kenya, School 2007"
MULTIPOINT ((253828.901536242 9856739.74749533)),1238,31194,20076359,ST. CHRISTOPHER'S PREP. SCH  - PRI,Primary,,NAIROBI WEST,,,,KILIMANI,36.787714,-1.295146,"Open Data Kenya, School 2007"
MULTIPOINT ((257604.347623986 9853473.13345775)),1239,31195,20076360,MITUMBA PRI SCH,Primary,,NAIROBI WEST,,,,NAIROBI WEST,36.821601,-1.324708,"Open Data Kenya, School 2007"
MULTIPOINT ((252804.503399037 9854397.92040708)),1240,31196,20076361,ST CATHERINE COMM CENTER PRI SCH,Primary,,NAIROBI WEST,,,,SARANGOMBE,36.778494,-1.316309,"Open Data Kenya, School 2007"
MULTIPOINT ((268135.111610711 9855804.10826157)),1241,31198,20076364,HARVEST VIEW ACADEMY,Primary,,NAIROBI SOUTH,,,,EMBAKASI,36.916215,-1.303715,"Open Data Kenya, School 2007"
MULTIPOINT ((253969.68239626 9855402.11042945)),1242,31212,20076399,HURUMA KIBERA PRI. SCH,Primary,,NAIROBI WEST,,,,MAKINA,36.788968,-1.30724,"Open Data Kenya, School 2007"
MULTIPOINT ((270194.481286045 9863243.74128025)),1243,31246,20076543,CLASSMAX ACADEMY - PRI,Primary,,NAIROBI NORTH,,,,MWIKI,36.934768,-1.236466,"Open Data Kenya, School 2007"
MULTIPOINT ((252578.26525356 9855417.25231474)),1244,31255,20076579,SKYVIEW PRI. SCH,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.77647,-1.307092,"Open Data Kenya, School 2007"
MULTIPOINT ((254483.357176263 9854391.66848766)),1245,31282,20076693,ST PHILIPE PRI SCH,Primary,,NAIROBI WEST,,,,LINDI,36.793574,-1.316379,"Open Data Kenya, School 2007"
MULTIPOINT ((257724.68263967 9855139.15193558)),1246,31283,20076695,NAIROBI MUSLIM ACADEMY- PRI,Primary,,NAIROBI WEST,,,,NAIROBI WEST,36.822695,-1.309647,"Open Data Kenya, School 2007"
MULTIPOINT ((248963.248353053 9856742.75766881)),1247,31287,20076716,SOLID ROCK SCH PRI,Primary,,NAIROBI WEST,,,,RIRUTA,36.74401,-1.29508,"Open Data Kenya, School 2007"
MULTIPOINT ((243719.898295769 9858476.88488874)),1248,31289,20076727,NEW HIGHLIGHT PRI SCH,Primary,,NAIROBI WEST,,,,UTHIRU/RUTHIMITU,36.696929,-1.279361,"Open Data Kenya, School 2007"
MULTIPOINT ((247242.72370924 9857701.49629063)),1249,31297,20076744,NEW HOPE ACADEMY PRI),Primary,,NAIROBI WEST,,,,RIRUTA,36.728564,-1.286399,"Open Data Kenya, School 2007"
MULTIPOINT ((248677.629327155 9859190.68115577)),1250,31308,20076781,KANGEMI VALLEY ACADEMY PRI,Primary,,NAIROBI WEST,,,,MOUNTAIN VIEW,36.741464,-1.272948,"Open Data Kenya, School 2007"
MULTIPOINT ((249021.683111454 9849323.17986511)),1251,31315,20076815,KILIMANI JUNIOR ACADEMY,Primary,,NAIROBI WEST,,,,KAREN,36.744474,-1.362155,"Open Data Kenya, School 2007"
MULTIPOINT ((252569.434006399 9856594.0718474)),1252,31320,20076843,ST. NICHOLAS ANNEX PREP. SCH - PRI,Primary,,NAIROBI WEST,,,,KILIMANI,36.7764,-1.296453,"Open Data Kenya, School 2007"
MULTIPOINT ((248423.71098422 9856259.98532384)),1253,31339,20076907,FOUR SKILLS ACADEMY PRI,Primary,,NAIROBI WEST,,,,KAREN,36.73916,-1.29944,"Open Data Kenya, School 2007"
MULTIPOINT ((245415.64031132 9858393.77874198)),1254,31351,20076975,KENVALE ACADEMY WAITHAKA PRI),Primary,,NAIROBI WEST,,,,WAITHAKA,36.712159,-1.280126,"Open Data Kenya, School 2007"
MULTIPOINT ((265230.277040777 9862483.51245776)),1255,31363,20077010,CHURCH RD ED CENTER PRI SCH,Primary,,NAIROBI NORTH,,,,BABA DOGO,36.89017,-1.243304,"Open Data Kenya, School 2007"
MULTIPOINT ((264626.036496946 9858069.16736998)),1256,31380,20077078,SPRING FIELDS PRMARY,Primary,,NAIROBI SOUTH,,,,HARAMBEE,36.88471,-1.28321,"Open Data Kenya, School 2007"
MULTIPOINT ((257852.780515234 9853147.38134583)),1257,31382,20077085,LIMIGOSHEP CHILDREN CENTER PRI SCH,Primary,,NAIROBI WEST,,,,NAIROBI WEST,36.82383,-1.327655,"Open Data Kenya, School 2007"
MULTIPOINT ((263353.514709787 9858443.40252174)),1258,31385,20077108,SILVERGATE ACADEMY - PRI,Primary,,NAIROBI NORTH,,,,KARIOBANGI SOUTH,36.873282,-1.279817,"Open Data Kenya, School 2007"
MULTIPOINT ((260563.263371754 9855152.11198341)),1259,31401,20077166,MUKURU PRI SCH - PRI,Primary,,NAIROBI SOUTH,,,,LANDIMAWE,36.848193,-1.309552,"Open Data Kenya, School 2007"
MULTIPOINT ((267226.941508448 9863106.92176861)),1260,31423,20077244,CITY DAY ACADEMY PRI,Primary,,NAIROBI NORTH,,,,LUCKY SUMMER,36.90811,-1.237682,"Open Data Kenya, School 2007"
MULTIPOINT ((253307.588954962 9855292.79291963)),1261,31429,20077261,GREEN PASTURES PRI. SCH,Primary,,NAIROBI WEST,,,,MAKINA,36.78302,-1.308223,"Open Data Kenya, School 2007"
MULTIPOINT ((266360.528120979 9861958.81723181)),1262,31432,20077271,WIMA JUNIOR ACADEMY PRI SCH,Primary,,NAIROBI NORTH,,,,DANDORA AREA II,36.900319,-1.248056,"Open Data Kenya, School 2007"
MULTIPOINT ((254549.476354841 9855286.58733838)),1263,31434,20077279,KIBERA CHURCH OF GOD PRI SCH,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.794175,-1.308289,"Open Data Kenya, School 2007"
MULTIPOINT ((252631.532198619 9854857.92228487)),1264,31438,20077290,OLYMPIC ACADEMY- PRI SCH,Primary,,NAIROBI WEST,,,,SARANGOMBE,36.776944,-1.312149,"Open Data Kenya, School 2007"
MULTIPOINT ((264554.993017177 9862188.31619111)),1265,31449,20077336,JOYLAND JUNIOR ACADEMY PRI,Primary,,NAIROBI NORTH,,,,BABA DOGO,36.884102,-1.245968,"Open Data Kenya, School 2007"
MULTIPOINT ((248396.808935905 9857462.92454614)),1266,31451,20077340,BACK TO GLORY PRY SCH,Primary,,NAIROBI WEST,,,,RIRUTA,36.738928,-1.288565,"Open Data Kenya, School 2007"
MULTIPOINT ((252518.951650513 9855011.90820293)),1267,31465,20077421,AYANI ESTATE PRI SCH,Primary,,NAIROBI WEST,,,,SARANGOMBE,36.775934,-1.310756,"Open Data Kenya, School 2007"
MULTIPOINT ((263008.494507818 9861865.42308347)),1268,31476,20077473,JOJO JUNIOR SCH PRI,Primary,,NAIROBI NORTH,,,,UTALII,36.870208,-1.248876,"Open Data Kenya, School 2007"
MULTIPOINT ((265050.837359763 9853698.69224796)),1269,31481,20077488,MUKURU COMMUNITY CENTRE,Primary,,NAIROBI SOUTH,,,,KWARE,36.888493,-1.322727,"Open Data Kenya, School 2007"
MULTIPOINT ((262912.154308878 9861370.26554178)),1270,31489,20077527,OKOA MAISHA EDUCATIONAL CENTRE PRI),Primary,,NAIROBI NORTH,,,,MATHARE NORTH,36.869339,-1.253352,"Open Data Kenya, School 2007"
MULTIPOINT ((256151.105877114 9864840.33529404)),1271,31491,20077547,ROSSLYN ACADEMY PRI),Primary,,NAIROBI NORTH,,,,KARURA,36.808634,-1.22193,"Open Data Kenya, School 2007"
MULTIPOINT ((254912.087918657 9856801.30707792)),1272,31498,20077561,ST. NICHOLAS SCH PRI,Primary,,NAIROBI WEST,,,,KILIMANI,36.797444,-1.294598,"Open Data Kenya, School 2007"
MULTIPOINT ((268502.275475146 9860421.79719381)),1273,31501,20077571,ANTPAUL ACADEMY,Primary,,NAIROBI SOUTH,,,,KOMAROCK,36.919547,-1.261968,"Open Data Kenya, School 2007"
MULTIPOINT ((262926.667632747 9859148.83508903)),1274,31502,20077572,FANAKA CHILD COUNSELLING CENTER PRI SCH,Primary,,NAIROBI NORTH,,,,AIRBASE,36.869453,-1.273436,"Open Data Kenya, School 2007"
MULTIPOINT ((249702.499679236 9860043.7659864)),1275,31545,20077768,JOY SHIRU PRI SCH,Primary,,NAIROBI WEST,,,,KANGEMI,36.750676,-1.265244,"Open Data Kenya, School 2007"
MULTIPOINT ((263472.873214645 9859363.97476706)),1276,31547,20077771,VINE PLACE PRI SCH,Primary,,NAIROBI NORTH,,,,AIRBASE,36.874361,-1.271495,"Open Data Kenya, School 2007"
MULTIPOINT ((255524.006259838 9854701.41772091)),1277,31555,20077798,WHITE STAR ACADEMY- HIGHRISE PRI,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.802924,-1.313587,"Open Data Kenya, School 2007"
MULTIPOINT ((273114.047587624 9864184.33809415)),1278,31564,20077824,KIRIWA ROAD SCH - PRI,Primary,,NAIROBI NORTH,,,,KIUU,36.961001,-1.227982,"Open Data Kenya, School 2007"
MULTIPOINT ((270517.107863784 9863653.99630871)),1279,31567,20077832,ST. JACINTA JNR CHRISTIAN PRI SCH.,Primary,,NAIROBI NORTH,,,,MWIKI,36.937669,-1.232759,"Open Data Kenya, School 2007"
MULTIPOINT ((267371.093269587 9865544.76237164)),1280,31571,20077839,BEAUTYKID SCHOOL - PRI,Primary,,NAIROBI NORTH,,,,CLAY CITY,36.909422,-1.215642,"Open Data Kenya, School 2007"
MULTIPOINT ((262139.265853815 9861309.35415266)),1281,31584,20077905,PCEA MATHARE NORTH JEDIDIA ACADEMY  -PRI,Primary,,NAIROBI NORTH,,,,UTALII,36.862396,-1.253897,"Open Data Kenya, School 2007"
MULTIPOINT ((263438.893556579 9857115.52268455)),1282,31586,20077912,MARTIN LUTHER PRI SCH,Primary,,NAIROBI NORTH,,,,MARINGO/HAMZA,36.874039,-1.291823,"Open Data Kenya, School 2007"
MULTIPOINT ((268111.832132337 9859912.70508876)),1283,31590,20077924,HAPPYLAND ACADEMY PRI,Primary,,NAIROBI SOUTH,,,,KOMAROCK,36.916036,-1.266568,"Open Data Kenya, School 2007"
MULTIPOINT ((253095.982475208 9854879.5726776)),1284,31593,20077932,ST JUDY ACADEMY PRI SCH.,Primary,,NAIROBI WEST,,,,SARANGOMBE,36.781116,-1.311957,"Open Data Kenya, School 2007"
MULTIPOINT ((264175.323198903 9861974.31870694)),1285,31600,20077963,SIMABENA SCHOOL,Primary,,NAIROBI NORTH,,,,BABA DOGO,36.88069,-1.2479,"Open Data Kenya, School 2007"
MULTIPOINT ((249413.589854009 9857750.9862505)),1286,31604,20077977,QUEEN OF ANGLES ACADEMY - PRI,Primary,,NAIROBI WEST,,,,KAWANGWARE,36.748063,-1.285969,"Open Data Kenya, School 2007"
MULTIPOINT ((267515.774860427 9858585.41204657)),1287,31609,20078014,FLOMINA HOPE EDUCATION CENTRE - PRI,Primary,,NAIROBI SOUTH,,,,KAYOLE CENTRAL,36.910672,-1.278564,"Open Data Kenya, School 2007"
MULTIPOINT ((254707.417394816 9855326.4362739)),1288,31611,20078022,FRANK EDUCATIONAL CENTER - PRIMARY SCH.,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.795594,-1.30793,"Open Data Kenya, School 2007"
MULTIPOINT ((261122.227747221 9860444.4462412)),1289,31616,20078036,AGAPE JUNIOR CENTRE PRI,Primary,,NAIROBI NORTH,,,,HOSPITAL,36.853254,-1.261709,"Open Data Kenya, School 2007"
MULTIPOINT ((266567.218180176 9867708.01816545)),1290,31621,20078045,WHITE ROSES ACADEMY PRI SCH,Primary,,NAIROBI NORTH,,,,ZIMMERMAN,36.902216,-1.196078,"Open Data Kenya, School 2007"
MULTIPOINT ((249159.270034395 9856658.86337428)),1291,31631,20078086,APOSTOLIC ED CENTER PRI,Primary,,NAIROBI WEST,,,,RIRUTA,36.74577,-1.29584,"Open Data Kenya, School 2007"
MULTIPOINT ((267715.035084715 9858319.23855118)),1292,31634,20078111,SHEEP CARE COMMUNITY CENTRE,Primary,,NAIROBI SOUTH,,,,KAYOLE SOUTH,36.91246,-1.280972,"Open Data Kenya, School 2007"
MULTIPOINT ((265617.182895286 9854952.22762748)),1293,31638,20078120,TASSIA SCH,Primary,,NAIROBI SOUTH,,,,PIPELINE,36.89359,-1.311398,"Open Data Kenya, School 2007"
